IGH;Integrationshaus;info@integrationshaus.at;;http://www.integrationshaus.at ;;004312123520;Engerthstr.;163;1020;Wien;Österreich;Beratung, Bildung (Basisbildung und Deutschkurse für Junge) und Psychosoziale Betreuung für Flüchtlinge wird angeboten.;
IKG;Israelitische Kultusgemeinde Wien; office@ikg-wien.at;;http://www.ikg-wien.at/?page_id=787;;43/1/531 04-0;Seitenstettengasse;4;1010;Wien;Österreich;Israelitische Kultusgemeinde vertritt die Anliegen von Juden und Menschen mit jüdischen Glaubens;
IRN;Irani.at;info@irani.at;;http://irani.at/;;0043/ 676 917 60 24;;;;;;Nachrichten aus Österreich, Iran und der Welt, auch in Farsi;
JUV;Juvivo;juvivo@juvivo.at;;http://www.juvivo.at/ ;;1 505 80 62;Ottakringer Straße;54;1170;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
JUV/JUV15;Juvivo - 15;15@juvivo.at;;http://juvivo.at/juvivo15/;;01 - 984 62 11;Huglgasse;14;1150;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
JUV/JUV21;Juvivo - 21;21@juvivo.at;;http://juvivo.at/juvivo21/;;0660 – 588 48 62;Dunantgasse;15;1210;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
JUV/JUV3;Juvivo - 03;03@juvivo.at;;http://juvivo.at/juvivo03/;;0660 – 58 84 86 3;Erdbergstraße;101;1030;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
JUV/JUV6;Juvivo - 06;06@juvivo.at;;http://juvivo.at/juvivo06/;; 660 5884866;Gumpendorfer Straße;62;1060;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
JUV/JUV9;Juvivo - 09;09@juvivo.at;;http://juvivo.at/juvivo09/;;43 660 588 48 69;Schulz – Straßnitzki – Gasse;15;1090;Wien;Österreich;Aufsuchende Jugendsozialarbeit in mehreren Wiener Bezirken;
KAMA;KAMA;wien@kama.or.at;;http://www.kama.or.at/wien;;;Absberggasse;27;1100;Wien;Österreich;Asylsuchende und MigrantInnen geben Kurse (Sport, Kochen, Sprachen, Kultur);
KDS;Kinder Drehscheibe;beratung@kinderdrehscheibe.at;;https://www.kinderdrehscheibe.at/de/;;01/58 10 660;Wehrgasse;26;1050;Wien;Österreich;Kinderbetreuung und Familienberatung;
KF;Kinder Freunde;kind-und-co@kinderfreunde . at;;http://www.kinderfreunde.at/;;1 512 12  98;Rauhensteingasse;5;1010;Wien;Österreich;Bundesorganisation für Koordinierung von Betreuung, Workshops etc. für Kinder;
KIZ;Krisen Interventions Zentrum;;;http://www.kriseninterventionszentrum.at/;;1/406 95 95;Lazarettgasse ;14A;1090;Wien;Österreich;präventiven Bereich tätige Ambulanz zur Bewältigung von akuten psychosozialen Krisen und Krisen mit hohem Suizidrisiko und/oder bei drohender Gewalt;
KNXL;Kostnix-Laden;info@umsonstladen.at;;http://www.kostnixladen.at/;;;Zentagasse;26;1050;Wien;Österreich;Im Kostnix-Laden kannst du ohne Geld „einkaufen“. Du kannst vorbeikommen und ohne Zwang zu irgendeiner Gegenleistung Dinge mitnehmen, die du brauchen kannst.;
LFO;LEFÖ;office@lefoe.at;;http://www.lefoe.at/ ;;004315811881;Kettenbrückengasse;15/4;1050;Wien;Österreich;Beratung, Bildung und Begleitung für MigrantInnen;
LOB16;lobby16;office@lobby16.org;;http://www.lobby16.org;;004312361027;Sechshauser Straße;34/11-12;1150;Wien;Österreich;Berufsorientierung und Bewerbungen (für unbegleitete minderjährige Flüchtlinge);
LUTH;Lutherkirche/ Evangelisches Pfarramt;pfarramt@lutherkirche.at;;https://www.wien.gv.at/sozialinfo/content/de/10/InstitutionDetail.do?it_1=2101068;;01-406 45 34;Martinstraße;23;1180;Wien;Österreich;Pro Person eine jause wöchentlich;
MAGD;Magdas Hotel;info@magdas-hotel;;http://www.magdas-hotel.at;;004317200288;Laufbergergasse;12;1020;Wien;Österreich;wird als Hotelbetrieb zusammen mit Flüchtlingen geführt;
MAN;Männerberatung Wien;info@maenner.at;;http://www.maenner.at/;;1 / 603 28 28;Erlachgasse ;95;1100;Wien;Österreich;Männerberatung Wien & Informationsstelle für Männer;
MCD;McDonalds;;;;;;;;;;;;
MEN;Men Center;kfj.men@wienkav.at;;http://www.men-center.at/;;01 / 60 191 - 5454 ;Kundratstraße;3;1100;Wien;Österreich;persönliche Beratung, Fortbildungen, Jugendworkshops, Gruppenangebote und  gesundheitsfördernde Projekte in mehreren Sprachen insbesondere für sozial benachteiligte Männer an;
MGTN;migration.gv.at;;;http://www.migration.gv.at/de/;;;;;;;;;
MIGR;Beratungszentrum für Migranten und Migrantinnen;migrant@migrant.at;;http://www.migrant.at/ ;;004317125604;Hoher Markt;8/2/2;1010;Wien;Österreich;arbeitsmarktpolitische Beratungseinrichtung;
MORE;more - Flüchtlingsinitiative der Universitäten;office@uniko.ac.at;;http://uniko.ac.at/projekte/more/;;1-3105656-0 ;Floragasse;7;1040;Wien;Österreich;Die Österreichische Universitätenkonferenz versteht sich als Stimme der öffentlichen österreichischen Universitäten und entwickelt gemeinsame Positionen zu universitätspolitisch und gesellschaftlich wichtigen Fragestellungen.;
MPF;Marienpfarre;kanzlei@marienpfarre.at;;http://www.marienpfarre.at/ ;;00431486259428;Wichtelgasse;74;1170;Wien;Österreich;Unterstützung für Asylsuchende.;
MTND;VinziRast Mittendrin;;;;;;;;;;;;
MV;MigrantInnenverein St. Marx;;;;;;;;;;;;
NDN;Missionarinnen der Nächstenliebe;;;;;;;;;;;;
NNH;Neunerhaus;;;;;;;;;;;;
ÖBB;Österreichische Bundes Bahnen;;;;;;;;;;;;
OEGF;Österreichische Gesellschaft für Familienplanung;;;;;;;;;;;;
OEIF;Österreichisches Integrations Fonds (ÖIF);wien@integrationsfonds.at;;http://www.integrationsfonds.at ;;+43 1 715 10 51;Landstraßer Hauptstraße;26;1030;Wien;Österreich;Bietet Deutsch und Berufsbildungskurse, Beratung und Unterstützung für MigrantInnen an.;
OEXP;Orient Express;office@orientexpress-wien.com;;http://www.orientexpress-wien.com ;;004317289725;Schönngasse;15-17/2;1020;Wien;Österreich;Beratungs-, Bildungs- und Kulturinitiative für Frauen. Bietet Beratung, Deutsch und Basisbildungskurse, und soziale Unterstützung für Frauen mit Migrationshintergrund.;
ORIE;Österreichische Orient- Gesellschaft Hammer-Purgstall;office@orient-gesellschaft.at;;www.orient-gesellschaft.at ;;004315128936;Dominikanerbastei;6/6;1010;Wien;Österreich;Bietet Deutschkurse, andere Kurse und Seminare.;
PF;Popfest;;;;;;;;;;;;
PFAZ;Pfarre Allerheiligen-Zwischenbrücken;;;;;;;;;;;;
PFZA;Pfarrzentrum Altsimmering;;;;;;;;;;;;
PFZHF;Pfarre zur heiligen Familie;;;;;;;;;;;;
PLZI;Polizei;;;;;;;;;;;;
PP;Praxisplan;;;;;;;;;;;;
PRGN;Peregrina;information@peregrina.at;;http://peregrina.at ;;004314083352;Wilhelm-Weber-Weg;1/2/1+2;1110;Wien;Österreich;Bietet Rechts- und Sozialberatung, psychologische Betreuung, Bildungsberatung und Bildungsmaßnahmen für Frauen.;
PROS/PROSCOS;Prosi Cosmetic World;;;;;;;;;;;;
PROS/PROSEX;Prosi Exotic Supermarket;;;;;;;;;;;;
PSDW;Psychosoziale Dienste Wien;;;;;;;;;;;;
RDK;Rettet das Kind Wien;;;http://www.rdk-wien.at/;;;;;;;;;
RKZ;Rotes Kreuz;;;;;;;;;;;;
RLVIL;Rosa Lila Villa;;;;;;;;;;;;
RWRK;refugeeswork.at;office@refugeeswork.at;;;;;;;;;;;
SAM;Samariterbund;info@samariterbund.net;;http://www.samariterbund.net/soziales/fluechtlingsbetreuung/ ;;0043189145141;Hollergasse;2-5;1150;Wien;Österreich;Hat sich zur Aufgabe gemacht Menschen, die ihre Heimat verlassen und in Österreich Asyl suchen, zu unterstützen (verschiedene Angebote für Jugendliche, Erwachsene und Familien);
SBK;stadtbekannt.at;office@stadtbekannt.at;;http://www.stadtbekannt.at/;;;;;;;;Stadtführer Wien;
SDTW;Stadt Wien;;;https://www.wien.gv.at/;;;;;;;;;
SDTW/HFFIN;Hilfe für Flüchtlinge in Wien;;;https://fluechtlinge.wien.gv.at/site/;;01 24 5 24 99;;;;;;Koordination von Wohn- und Unterbringungsfragen im Flüchtlingswesen sowie die Vernetzung und den Meinungsaustausch mit NGOs;
SIM;SIM - Schulinfo für MigrantInnen;sim@ssr-wien.gv.at;;https://www.wien.gv.at/bildung/stadtschulrat/beratung/schulinfo.html;;1 525 25-77868, -77859;Wipplingerstraße;28;1010;Wien;Österreich;Individuelle Beratung und Betreuung von Eltern, Schülerinnen und Schülern hinsichtlich der Aufnahme in Schulen, Schularten, Schulpflicht etc.;
SKND;Tatort im Schikaneder;office@schikaneder.at;;http://www.schikaneder.at/;;01 5852867;Margaretenstraße;22-24;1040;Wien;Österreich;Kultur- und Programmkino;
SOHO;A Wiener Halal;;;http://www.brunnenpassage.at/projekte/crossover/a-wiener-halal/;;;;;;;;Der Halal-Würstelstand verbindet Wiener Würsteltradition mit halal Zubereitung;
SOSMM;SOS Mitmensch;office@sosmitmensch.at;;http://www.sosmitmensch.at/ ;;00435249900;Zollergasse;15/2;1070;Wien;Österreich;setzt sich als Lobby für Menschenrechte, insbesondere für flüchtende Menschen und MigrantInnen;
SPACE/SPACEG;spacelab_girls;info@spacelab.cc;;http://www.spacelab.cc/Home/Kontakt/spacelab_girls;;004317894545;Hütteldorfer Straße;81B;1150;Wien;Österreich;Freizeitaktivitäten wie Workshops zum Thema Gesundheit, Ausflüge, kreative und sportliche Angebote;
SPACE/SPACEG;spacelab_gestaltung;info@spacelab.cc;;http://www.spacelab.cc/Home/Kontakt/spacelab_gestaltung;;004369914012173;Sachsenplatz;4-6;1200;Wien;Österreich;kreatives Werken, Gestalten in der Experimentierwerkstatt;
SPACE/SPACEK;spacelab_kreativ;info@spacelab.cc;;http://www.spacelab.cc/Home/Kontakt/spacelab_kreativ ;;004369914012171;Knöllgasse;2;1100;Wien;Österreich;Berufsorientierung und Zukunftsplanung für junge Erwachsene (auch junge Flüchtlinge);
SPACE/SPACEU;spacelab_umwelt;info@spacelab.cc;;http://www.spacelab.cc/Home/Kontakt/spacelab_umwelt;;004369914012172;Dr.-Albert-Geßmann-Gasse;38;1210;Wien;Österreich;Freizeitaktivitäten wie gemeinsames Kochen und Backen, kreative und sportliche Angebote sowie Ausflüge;
STZD;Schmerz-Therapie- Zentrum Döbling;office@stz.at;;http://www.stz.at/;;01/ 36 70 700;Döblinger Hauptstraße;21;1090;Wien;Österreich;Ganzheitliche Schmerztherapie, sprechen Deutsch, Englisch, Arabisch, Spanisch, Serbo-kroatisch;
SUP;Superar;office@superar.eu;;http://www.superar.eu/;;01/6005351;Absberggasse;27;1100;Vienna;Österreich;kostenfreie und hochwertige musikalische Ausbildung nach einer motivierenden Methode für JEDES Kind;
SVGE;Schwestern vom göttlichen Erlöser;sekretariat@provinzleitung.at;;http://www.schwestern-vom-goettlichen-erloeser.de;;01/5236444-820;Kaiserstraße;25-27;1070;Wien;Österreich;Frauenorden;
SW;Station Wien;office@stationwien.com;;http://www.stationwien.org ;;004319668096;Einsiedlerplatz;5/7;1050;Wien;Österreich;"Verein für Bildung, Beratung und kulturellen Austausch.
Bietet Deutsch und Basisbildungskurse wie auch kulturelle Aktivitäten.";
THL;Thalia Buch und Medien GmbH;;;http://www.thalia.at/shop/home/show/;;;;;;;;Free WLan;
TK;Tatort im TOP Kino;office@topkino.at ;;http://www.topkino.at/jart/projects/top-kino/main.jart;;01 2083000;Rahlgasse ;1;1060;Wien;Österreich;Kultur- und Programmkino;
TM;Talentify me;presse@talentify.at;;https://www.talentify.me/;;;;;;;;alentify.me unterstützt die schulübergreifende Lernhilfe zwischen SchülerInnen, fördert gezielt Talente und bietet spannende Workshops;
TRAIN;Train of Hope;info@trainofhope.at;;http://www.trainofhope.at/ ;;;Wien Hauptbahnhof;;1050;Wien;Österreich;Flüchtlings(erst-)hilfe am Wiener Hauptbahnhof;
TWO;TWO - The Welcoming Organisation;two.austria@gmail.com;;http://www.two-austria.at/;;43 664 65 64 3 69;;;;;;Versorgung von Flüchtlingen mit Nahrungsmitteln;
UB;Flüchtlingsprojekt Ute Bock;info@fraubock.at;;http://www.fraubock.at ;;00431929242424;Zohmanngasse;28;1100;Wien;Österreich;Bietet Ausbildung, Beratung und Unterkunft für Flüchtlinge.;
UKI;Unterstützungskomitee zur Integration (UKI);office@uki.or.at;;http://www.uki.or.at ;;00431914887020;Johnstraße;4;1150;Wien;Österreich;Bietet Deutschkurse, Basisbildung und Berufsberatung für MigrantInnen an.;
UNDOK;UNDOK;office@undok.at;;http://undok.at/;;1-53444-39040;Johann-Böhm-Platz;1;1020;Wien;Österreich;Wir informieren undokumentierte KollegInnen über ihre Rechte und bieten Beratung und Unterstützung bei der Durchsetzung arbeits- und sozialrechtlicher Ansprüche.;
UNIVBO;Universität Wien - Botanischer Garten;botanik@univie.ac.at;;http://www.botanik.univie.ac.at/hbv/index.php?nav=2;;(0)1 4277-54100;Rennweg;14;1030;Wien;Österreich;Botanischer Garten zum Spazieren und Relaxen;
VAWS;Volksanwaltschaft;post@volksanwaltschaft.gv.at;;http://volksanwaltschaft.gv.at/;;(0)1 / 515 05-0;Singerstraße ;17;1015;Wien;Österreich;Beschwerde bei zu langer Verfahrensdauer;
VFFI;Vereinigung für Frauenintegration;info@frauenintegration.at;;http://www.frauenintegration.at ;;004315240615;Stiftgasse;8/14;1070;Wien;Österreich;Beratung, Bildung und Integrationsprojekte für sozial benachteiligte Frauen aus unterschiedlichen Kulturen.;
VH;Volkshilfe Wien;office@volkshilfe.at;;https://www.volkshilfe.at/fluechtlingshilfe ;Marina Einböck;004314026209;Auerspergstraße;4;1010;Wien;Österreich;Betreibt Flüchtlingshäuser, eine Beratungsstelle sowie maßgeschneiderte Integrations- und Bildungsprojekte;
VHS;Die Wiener Volkshochschulen;info@vhs.at;;http://www.vhs.at/standorte.html;;004318930083;Lustkandlgasse;50;1090;Wien;Österreich;Bietet Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung an. Anlaufstelle für alle 34 VHS Standorte in ganz Wien.;
VHS1;VHS Wiener Urania;urania@vhs.at;;http://www.vhs.at/1-vhs-wiener-urania.html;;0043189174 301 000;Uraniastraße ;1;1010;Wien;Österreich;deutschkurse für flüchtlinge, bestätigung für billige deutschkurse um 90€ für 3 monate;
VHS3;VHS Landstaße;landstrasse@vhs.at;;http://www.vhs.at/3-vhs-landstrasse.html;;0043189 174 103 000;Hainburger Straße;29;1030;Wien;;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung.;
VHS4;VHS polycollege Wieden; wieden@vhs.at;;http://www.vhs.at/5-vhs-polycollege-margareten/kontakt/kontakt101.html;;0043189174 DW 105000;Danhausergasse ;1;1040;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS5a;VHS polycollege Margereten;polycollege@vhs.at;;http://www.vhs.at/5-vhs-polycollege-margareten.html;;0043189174 DW 105000;Stöbergasse ;11-15;1050;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS5b;VHS KunstHandWerk; schlossgasse@vhs.at;;http://www.vhs.at/vhs-kunsthandwerk.html;;43 1 / 891 74 DW-105 000;Schlossgasse;23;1050;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS5c;VHS polycollege Siebenbrunnengasse;siebenbrunnengasse@vhs.at;;http://www.vhs.at/5-vhs-polycollege-margareten/kontakt/kontakt1.html;;43 1 / 891 74 DW-105 001;Siebenbrunnengasse;37;1050;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS6;VHS Mariahilf;mariahilf@vhs.at;;http://www.vhs.at/6-vhs-mariahilf/kontakt-anfahrt/damboeckgasse.html;;43 1 / 89 174 106 000;Dammböckgasse;4;1060;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS8;VHS Josefstadt; josefstadt@vhs.at;;http://www.vhs.at/6-vhs-mariahilf/kontakt-anfahrt/schmidgasse.html;;43 1 / 89 174 106 001;Schmidgasse;18;1080;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS9a;VHS Alsergrund;alsergrund@vhs.at;;http://www.vhs.at/9-vhs-alsergrund/kontakt-anfahrt/9-galileigasse.html;;43 1 / 89 174 109 000;Galileigasse;8;1090;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS9b;Die Kunst VHS; kvh@vhs.at;;http://www.vhs.at/9-die-kunst-vhs/kontakt-anfahrt/lazarettgasse.html;;43 1 / 89 174 154 DW 110 oder 111;Lazarettgasse;27;1090;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS10a;VHS Favoriten;favoriten@vhs.at;;http://www.vhs.at/10-vhs-favoriten.html ;;0043189174110000;Arthaberplatz;18;1100;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS10b;VHS PAHO;paho@vhs.at;;http://www.vhs.at/10-vhs-favoriten/kontakt-anfahrt/vhs-paho.html;;43 1 / 89 174 110 410;Per-Albin-Hansson-Siedlung Ost, Ada-Christen-Gasse ;2;1100;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS11a;VHS Simmering;simmering@vhs.at;;http://www.vhs.at/11-vhs-simmering/kontakt-anfahrt/gottschalkgasse.html;;43 /1/ 89 174 111000;Gottschalkgasse;10;1110;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS11b;VHS Leberberg;simmering@vhs.at;;http://www.vhs.at/11-vhs-simmering/kontakt-anfahrt/rosa-jochmann-ring.html;;43 /1/ 89 174 111001;Rosa-Jochmann-Ring;5/2;1110;Wien;Österreich;Deutschkurse für Flüchtlinge sowie Bildungs-, Berufs- und Laufbahnberatung;
VHS12a;VHS Meidling;meidling@vhs.at;;http://www.vhs.at/12-vhs-meidling.html ;;0043189174112000;Längenfeldgasse;13-15;1120;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS12b;VHS Schönbrunner Straße;schoenbrunnerstrasse@vhs.at;;http://www.vhs.at/12-vhs-meidling/kontakt0/kontakt-schoenbrunnerstrasse.html;;43 1 891 74 - 112 700;Schönbrunner Straße;213-215;1120;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS13;VHS Hietzing;hietzing@vhs.at;;http://www.vhs.at/13-vhs-hietzing.html;;43 1 89 174 113-000;Hofwiesengasse;48;1130;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS14;VHS Penzing;penzing@vhs.at ;;http://www.vhs.at/14-vhs-penzing.html;;43 1 89 174 114-000;Hütteldorfer Straße ;112;1140;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS15;VHS Rudolfsheim-Fünfhaus;rudolfsheim@vhs.at;;http://www.vhs.at/15-vhs-rudolfsheim-fuenfhaus.html ;;0043189174115000;Schwendergasse;41;1150;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS16;VHS Ottakring;ottakring@vhs.at;;http://www.vhs.at/16-vhs-ottakring.html ;;43 1 / 89174 116 000;Ludo-Hartmann-Platz;7;1160;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS17;VHS Hernals;hernals@vhs.at;;http://www.vhs.at/17-vhs-hernals.html;;43 1 / 89174 117 000;Rötzergasse;15;1170;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS19a;VHS Döbling;doebling@vhs.at;;http://www.vhs.at/9-vhs-alsergrund/kontakt-anfahrt/19-gatterburggasse.htmll;;43 1 / 89 174 109 002;Gatterburggasse;2a;1190;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS19b;VHS Heiligenstadt;heiligenstadt@vhs.at;;http://www.vhs.at/9-vhs-alsergrund/kontakt-anfahrt/19-heiligenstaedter-strasse.html;;43 1 / 89 174 109 001;Heiligenstädter Straße;155;1190;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS20;VHS Brigittenau;brigittenau@vhs.at;;http://www.vhs.at/20-vhs-brigittenau.html ;;43 1 / 89174 120 000;Raffaelgasse;11;1200;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS21a;VHS Floridsdorf;floridsdorf@vhs.at;;http://www.vhs.at/21-vhs-floridsdorf.html;;43 1 89174 121 000;Angerer Straße;14;1210;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS21b;VHS Florisdorf Ptkagasse;pitkagasse@vhs.at;;http://www.vhs.at/21-vhs-floridsdorf/kontakt3/kontakt11.html;;43 1 89174 121 001;Pitkagasse;3;1210;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS21c;VHS Neu-Stammersdorf;neustammersdorf@vhs.at;;http://www.vhs.at/21-vhs-floridsdorf/kontakt3/kontakt102.html;;43 1 89174 121 004;Brünner Straße;219;1210;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS21d;VHS Großfeldsiedlung;grossfeldsiedlung@vhs.at;;http://www.vhs.at/21-vhs-floridsdorf/kontakt3/kontakt1010.html;;43 1 89174 121 005;Kürschnergasse;9;1210;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS21e;VHS Großjedlersdorf;grossjedlersdorf@vhs.at;;http://www.vhs.at/21-vhs-floridsdorf/kontakt3/kontakt1000.html;;43 1 89174 121 006;Siemensstraße;17;1210;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS22a;VHS Donaustadt;donaustadt@vhs.at ;;http://www.vhs.at/22-vhs-donaustadt.html;;43 1 / 89174 122 111;Bernoullistraße;1;1220;Wien ;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS22b;VHS Eibengasse;eibengasse@vhs.at ;;http://www.vhs.at/22-vhs-donaustadt/kontakt-anfahrt/vhs-eibengasse.html;;43 1 / 89174 122 500;Eibengasse;57;1220;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS23a;VHS Liesing; liesing@vhs.at;;http://www.vhs.at/23-vhs-liesing.html;;43 1 / 89174 123 000;Liesinger Platz;3;1223;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS23b;VHS Mauer;mauer@vhs.at;;http://www.vhs.at/en/23-vhs-liesing/beratung-en/beratung-en.html;;43 1 / 89174 123 001;Speisinger Straße;256;1223;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS23c;VHS Erlaa;erlaa@vhs.at;;http://www.vhs.at/23-vhs-liesing/kontakt-anfahrt/vhs-erlaa.html;;43 1 / 89174 123 002;Putzendoplergasse;4;1223;Wien;Österreich;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VHS23d;VHS BG Alt-Erlaa;liesing@vhs.at;;http://www.vhs.at/23-vhs-liesing/kontakt-anfahrt/vhs-bg-alt-erlaa.html;;43 1 / 89174 123 003;Anton-Baumgartner Straße;123;1230;Wien;;Offizielle Bildungseinrichtung, bietet Deutschkurse für MigrantInnen Basis und Weiterbildung.;
VIK;Wiener Victoria;marketing@wiener-viktoria.at;;http://www.wiener-viktoria.at/vik-sozial/;;00436603884646;Oswaldgasse;34;1120;Wien;Österreich;Integrativer Fußballverein;
VLC;Vienna law clinics;office@viennalawclinics.org;;http://viennalawclinics.org/asyl-und-fremdenrecht-what-we-do/;;;;;;Wien;Österreich;Kostenlose Rechtsberatung durch Studierende der Rechtswissenschaften, auch tätig im Asylrecht.  ;
VMCAFP;Café Prosa;;;https://www.facebook.com/CafeProsaVienna/ ;;;Sparkassaplatz;3;1150;Wien;Österreich;Café Prosa ist eine Begegnungszone ohne Konsumzwang, dafür mit Raum für alle!;
VMFW;Flüchtlinge Willkommen;;;;;;;;;;;;
VMLNM;Lange Nächte der Menschenrechte [20th June];Facebook messages possible ;;https://www.facebook.com/dielangennaechte;;;;;;;;;
VMPH;Projekt Home;anna.renner@vielmehr.at;;http://projekt-home.at/;;;Sparkassaplatz;3;1150;Wien;Österreich;Bietet Basisbildung und Betreuung für junge Flüchtlinge.;
VMPSFA;PROSA - Projekt Schule für Alle;david.fuellekruss@vielmehr.at;;http://www.prosa-schule.org ;David Füllekruss;+43 664 352 52 02;Sparkassaplatz;3;1150;Wien;Österreich;Bietet Basisbildung und Betreuung für junge Flüchtlinge.;
VMR;Verein Menschenrechte;rechtsberatung@verein-menschenrechte.at;;http://www.verein-menschenrechte.at;Mag. Julia PAESOLD;43 (1) 40 90 480;Alserstraße ;20 Tür 5;1090;Wien;Österreich;Rechtsberatung von Asylwerbern;
VMWI;Work:in;;;;;;;;;;;;
VPS;Verein Purple Sheep;office@purplesheet.at;;http://www.purplesheep.at/index.php ;;;Arndtstraße;88;1120;Wien ;Österreich;Verein zur Förderung und Einhaltung der Rechte von AsylwerberInnen und Fremden;
VSG;Verein für Soziale Gerechtigkeit;hermann.boehm@soziale-gerechtigkeit.at;;https://www.sozialegerechtigkeit.at/;Hermann Boehm;43 699 176 35 699;;;;;;;
VV;Vision Verde;http://www.visionverde.net/#!kontakt/c2q4;;http://www.visionverde.net;;43 699/ 113 74 874;naturparkstadt purkersdorf;;;;;Betreibt integrativ-sozialpädagogische Projekte;
VWJ;Verein Wiener Jugendzentren;wiener-jugendzentren@jugendzentren.at;;"
http://typo.jugendzentren.at/vjz/ ";Christian Holzhacker;01/278 76 45/35;;;;;;Der Verein Wiener Jugendzentren umfasst rund 40 Einrichtungen der Offenen Kinder und Jugendarbeit, der Mobilen Jugendarbeit und der Gemeinwesenarbeit.;
WBH;WBH-Wien;office@wbh-wien.at;;http://www.wbh-wien.at/index.php;;;Hernalser Hauptstraße;222;1170;Wien;Österreich;Wöchentliches Badmintontraining für Flüchtlinge;
WFBUND;Wiener Familienbund;office@wiener-familienbund.at;;http://www.wiener-familienbund.at/;;004315262929;Sechshauserstraß;48/4;1150;Wien;Österreich;Verein zur Förderung von Familien;
